id	description	37C_B1_G1S	37C_B1_PM	37C_B1_S	37C_B2_G1S	37C_B2_PM	37C_B2_S	37C_B3_G1S	37C_B3_PM	37C_B3_S	47C_B1_G1S	47C_B1_PM	47C_B1_S	47C_B2_G1S	47C_B2_PM	47C_B2_S	47C_B3_G1S	47C_B3_PM	47C_B3_S	50C_B1_G1S	50C_B1_PM	50C_B1_S	50C_B2_G1S	50C_B2_PM	50C_B2_S	50C_B3_G1S	50C_B3_PM	50C_B3_S	52C_B1_G1S	52C_B1_PM	52C_B1_S	52C_B2_G1S	52C_B2_PM	52C_B2_S	52C_B3_G1S	52C_B3_PM	52C_B3_S	54C_B1_G1S	54C_B1_PM	54C_B1_S	54C_B2_G1S	54C_B2_PM	54C_B2_S	54C_B3_G1S	54C_B3_PM	54C_B3_S	57C_B1_G1S	57C_B1_PM	57C_B1_S	57C_B2_G1S	57C_B2_PM	57C_B2_S	57C_B3_G1S	57C_B3_PM	57C_B3_S	sumUniPeps	sumPSMs	countNum
A8MXV4	Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens GN=NUDT19 PE=1 SV=1	0	-0.08286497442118002	-0.06254709523148083	0	0.060728987760709785	-0.11453873788163005	0	0.006976355869139361	0.006686950464949604	0	-0.11098301070401106	-0.034651541289020926	0	-0.046355021222419523	0.052783126810400205	0	-0.0767993316999398	-0.04312043325625936	0	-0.005560715801959937	-0.08574941809685033	0	0.011794307428589335	0.03713130103883966	0	0.024206155702340304	0.044085708621470765	0	-0.16015217675922955	-0.08798366535316937	0	-0.04543415444518928	0.003312532342370389	0	-0.0680522530954697	-0.04823877448700031	0	-0.05446810008618108	-0.02730630741470108	0	-0.1302182595975907	0.0038773279869204202	0	-0.13717240258312025	-0.023537460094990692	0	0.10458729222406937	0.013722891631248402	0	-0.092909519476569	-0.0828772000606186	0	-0.045049691904379685	-0.004081656539289824	5	10	3
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens GN=MCRIP1 PE=1 SV=1	0	0.09414608356654952	0.09446541338451908	0	0.12386665168760125	0.09360425509390069	0	0.0050748304056487115	-0.02118587567844088	0	-0.020546713318349674	-0.040463161622520616	0	0.06451140575771852	0.04666134459075977	0	0.055708150912320065	0.0458780438981794	0	0.08980728766221979	0.0661134878680496	0	0.18647875422077043	0.09429048435224985	0	-0.0010045490800187906	0.01849238425675992	0	0.09410253842611027	-0.002790540818010001	0	0.12145966855057999	0.015840996022379983	0	0.05202970044224031	-0.0357700622751711	0	0.09572458846476017	0.062086457927168937	0	0.17319754792226938	0.04268291253734979	0	0.19438975849416984	-0.0013781453944705646	0	0.1164044142281	0.13201628503859908	0	0.06721177077349871	-0.05340640969779997	0	0.24018753993919972	0.08730452472389949	4	17	4
E9PAV3	Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1	0	0.1910277420546187	0.05184475870011873	0	0.2133137516800403	0.06536350301124116	0	0.19818486355720033	0.05440640153389964	0	0.15702076915219898	0.07907342129899853	0	0.1932911644365003	0.049047777284700445	0	0.1831407085582999	0.052158302964400605	0	0.23175189469229984	0.014889803982800487	0	0.17200916542030065	0.009963887760001455	0	0.3067013434313992	0.04650662157599861	0	0.23348420093540057	-0.026533268485499306	0	0.3092905254111997	0.07351871889069983	0	0.38276259287149905	0.05842835823099968	0	0.21403705785539984	-0.1582727605085008	0	0.24111756393319972	0.04162461566679987	0	0.18443083281390038	0.040786074242099346	0	0.2654587494215015	-0.010065533619998845	0	0.18255128086780026	-0.09461598884099942	0	0.3211218208580995	0.1526505451616007	9	91	10
O00115	Deoxyribonuclease-2-alpha OS=Homo sapiens GN=DNASE2 PE=1 SV=2	0	-0.07485139038914035	0.04209699463162053	0	-0.11408898879396112	0.04432971206918879	0	-0.11283828309993993	0.018539848086359	0	-0.026596152802859763	0.03270907051162908	0	-0.22753492718415025	-0.022919437510999785	0	-0.16042030403476026	0.07498013821176919	0	-0.06168133129441955	-0.042080581535071104	0	-0.014322037141619504	0.02736641794941974	0	-0.10923872261506062	-0.023436243760800224	0	-0.1094927149170104	0.07930930320002005	0	-0.010332445606000107	0.057932893169288846	0	-0.19015776189069022	-0.003871926421838978	0	0.0030108649582203384	0.047255990467620634	0	-0.1954592063040792	0.033810114291879856	0	-0.021884840463229693	0.15286971613909017	0	-0.10302095803539046	-0.015172933404640432	0	-0.06815653547167067	-0.012540089757830941	0	-0.07237555179033173	-0.05868981624046121	4	11	4
O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens GN=AGPS PE=1 SV=1	0	-0.34958200858154065	-0.1200963946403597	0	-0.22879023567621992	-0.03627739275522934	0	-0.29547028824538124	-0.22434113074469053	0	-0.2335868906048404	-0.15257285864266024	0	-0.3384801950295895	-0.1445123013655394	0	-0.20025766550581992	-0.12125193594262029	0	-0.14248393425491912	-0.03284794168686922	0	-0.36965259670106043	-0.15049991794412065	0	-0.358705869061529	-0.1112939543618392	0	-8.226413454703874e-4	0.05186622288315945	0	0.031620084263439985	0.004676428801699828	0	-0.03968195692690024	0.0780740769574999	0	-2.469894807601847e-4	0.07355238737280967	0	-0.06633911280370075	-0.004318960513350234	0	0.04097042925580929	-0.09191471696030984	0	-0.05532431318606079	-0.0032800537176207456	0	-0.11830465812430013	-0.008665651634499838	0	-0.07201669283429979	-0.10141515320789019	10	28	10
O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2	0	0.07347603407779957	-0.025029508114899457	0	0.033620788040700234	-0.04553248871589055	0	-0.061736079557100254	-0.01835636418470088	0	0.26629632586567986	0.17600666032626044	0	0.1474628257894004	0.048463934683969256	0	0.07077466427094059	0.11723922331213998	0	0.1924414813322599	-0.056957139776789845	0	-0.11831776868650046	-0.12898366465475952	0	-0.10920557115617946	0.05515903932382926	0	0.03945221027712975	-0.20830040528406002	0	-0.22620769457633116	-0.16727377768133067	0	-0.27550513999370985	-0.01141473981094876	0	0.012076308230069444	-0.07938305965401149	0	-0.21373300968484088	-0.07470630557424052	0	-0.0979247342000189	0.07676133935268048	0	0.11841340466213879	0.021230785935689056	0	-0.1357940206302093	0.023593618715191056	0	-0.23057180764143936	-0.03615993291797004	6	176	6
O00151	PDZ and LIM domain protein 1 OS=Homo sapiens GN=PDLIM1 PE=1 SV=4	0	-0.14519482852250043	-0.004203068258300746	0	-0.02150537291509913	0.03926919713410015	0	-0.020728922088499857	0.07267501844699886	0	-0.05535109883570044	0.058534116546699266	0	-0.07396124226769984	0.07607925676859928	0	-0.03512900246230011	0.07819410610930078	0	-0.0673012499340988	-0.004131955925899433	0	0.054675723055298775	0.09957478884549964	0	-0.043315616723099026	0.024412347137900525	0	-0.07602306844129991	-0.01799600377069943	0	-0.0178970437544006	-0.01551023358880066	0	-0.039690221225301414	-0.06347085765970029	0	-0.08729042250729968	-0.06746654229099924	0	-0.05316568832659918	0.003066673163800715	0	0.015210848137899191	-0.04502855116509963	0	-0.15729857426170035	-0.1118782431703007	0	-0.0600120166112994	-0.029878514172500203	0	-0.007494253544399143	-0.03344446565459869	16	99	20
O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7	0	-0.017976536692000167	0.0878115636941601	0	-0.007859593932410647	-0.018764484454969477	0	-0.05020839836620006	-0.054047505478600044	0	-0.07358601706459922	-0.0012308593528000955	0	0.01702161688540116	0.06020424090070087	0	-0.03091693403369966	0.041877975162400105	0	-0.07950535484300048	0.05187311322150023	0	0.054802256828498486	0.12286050052099995	0	-0.024521475508699098	0.04635588293720083	0	-0.0296261963159985	0.022917351135500752	0	-0.0029432339293986587	-0.015661961450399886	0	-0.047234112538999895	-0.08889327778990008	0	0.01020610952689971	0.008169092222200192	0	-0.020643964579299734	-0.05336883304099871	0	0.020728905560901012	-0.050023356546299524	0	0.018457480182599184	0.003688192327098605	0	-0.0384504009358011	0.14548994528909986	0	-0.05977469501759991	-0.18830953277429963	9	65	12
O00161	Synaptosomal-associated protein 23 OS=Homo sapiens GN=SNAP23 PE=1 SV=1	0	0.02664978004679952	0.13646676423769932	0	0.009265862446699913	0.04762502276009961	0	-0.0224924399448998	0.022380110202501413	0	-0.031676362057499574	0.056738267014900146	0	-0.03888105034740086	0.043132487066600333	0	-0.0863198012898998	0.05411931781330104	0	-0.04858473166770061	-0.014798202936400884	0	0.008683514127799441	0.10611509181249978	0	0.0021833995994988697	0.007819863679999983	0	-0.04534782838129914	0.014772583000100425	0	0.019899702261300334	0.06186861468670024	0	-0.031126539127399155	-0.057683162650398856	0	0.005945874437099263	0.05870992439330003	0	0.044211047269801185	1.752652384006126e-4	0	0.11878512221239923	-0.02660440124560104	0	0.004625604002001182	0.003588690343200085	0	0.05798265458179941	0.0109623395781	0	0.05319819599129971	-0.009468068107199912	9	55	9
O00178	GTP-binding protein 1 OS=Homo sapiens GN=GTPBP1 PE=1 SV=3	0	-0.04983347437783081	0.08898356586271916	0	0.13721137578883003	0.03697240250405898	0	0.07319571771603961	-0.024010092347920065	0	0.12893162910542877	0.16753569861272943	0	0.09527678846730936	0.13214602338250891	0	0.010374856127498333	-0.04492917029205046	0	0.08624690239037136	0.10506285180258068	0	0.12235808848434004	0.03772761274725944	0	0.03355626653638133	-0.006907515546169307	0	0.202192224600811	0.1946539963867	0	0.1833637755369697	0.14456188843321094	0	0.11348393684922087	0.11152545703395056	0	0.12217437255560082	0.04496123021672016	0	0.15055396685006972	0.07652532856921912	0	0.1362969469341202	0.06199978223262015	0	0.03875881496088951	0.06360161521272012	0	-0.0021263358054399717	0.00891484267278031	0	0.03878392982405021	0.0019945683244300128	10	43	10
O00193	Small acidic protein OS=Homo sapiens GN=SMAP PE=1 SV=1	0	0.035617486143801	0.029984296470200178	0	-0.03921578922710012	-0.0029959079425996293	0	-0.004822380189899889	0.01569718058489933	0	-0.06413893343130006	-0.05416858763570076	0	-0.032201268995299515	0.13275576289059998	0	-0.08510780286250075	0.06039288155719902	0	-0.038340152377999814	-0.039662597072400274	0	0.010394166988898945	0.033566348824200176	0	0.05049032419889876	0.05779773331459914	0	-0.07025362250619871	-0.015401943914499228	0	-0.07859819686470004	-0.02470336588769939	0	-0.012962381059599792	4.088880824006935e-4	0	-0.03297374339170034	-0.06695206095839978	0	-0.08505257535729882	-0.025369617332300365	0	0.03265247539910021	-0.10241077286850064	0	0.03604395242990144	0.007962182435100829	0	-0.012964826844800825	-0.030086711838700708	0	0.03486778504609944	-0.06990351218600033	4	49	6
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens GN=AP3B1 PE=1 SV=3	0	0.016230103422699926	0.025996594264999118	0	0.12448889440909916	0.07307783615179986	0	0.0737309193373008	0.08924331518170092	0	-0.037166322482800496	0.1034895280889998	0	-0.09886702066120101	-0.014481699841301321	0	0.003916104369899642	0.07625644253730002	0	-0.21083953179191006	0.045754457397999104	0	-0.07104291317190103	0.018237852867198256	0	0.058137781350801276	0.19326141704440047	0	-0.013780640335239625	0.09330828430361926	0	0.09453109689087924	0.1282173096803696	0	-0.018480058552590606	0.14872685457610935	0	-0.11724237988565989	-0.08201530489920117	0	0.006272921391799358	0.08537882126660001	0	0.04533650642356157	0.14133388005704006	0	0.01056227488438033	0.06353109333311124	0	0.06841868598765011	0.03017148123998936	0	0.04069801085993063	0.06380775058818067	28	85	26
O00214-2	Isoform 2 of Galectin-8 OS=Homo sapiens GN=LGALS8	0	0.06346680910897007	0.08954287148304019	0	-0.10182762839773041	0.04476009129123959	0	-0.047067246807840135	-0.03679961452210989	0	-0.13203785043679162	-0.029683307624610578	0	0.09939091398531019	0.0048418912896988076	0	0.07242325926955928	-0.04646347291981989	0	-0.01496831515465935	0.040108770763691126	0	-0.08659957855727107	-0.033820847289760536	0	-0.012677717637009422	0.0453557131247706	0	-0.12430916225485955	-0.10678222750871935	0	-0.1352234980917597	0.001018765178899983	0	-0.06615552217576948	-0.03546201367839963	0	0.0014109093103105153	-0.11441905230817007	0	-0.026817399064750447	-0.035770582411640106	0	-0.027195517776060996	-0.004113113485340492	0	-0.034205218221510236	-0.04283478617378034	0	0.008585315464330279	0.007573834028979931	0	-0.006655360349820505	-0.001410179230080466	9	28	9
O00231-2	Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11	0	-0.022249402418399455	0.02153405457720048	0	-0.00508390138690018	-0.006408041343400228	0	0.0023236467898986035	0.006753245855399825	0	-0.022379803749000615	-0.013654380069301197	0	-0.03940255677689919	-0.039763596403400214	0	0.0590265139236994	0.04765582928449952	0	-0.07173642823009985	-0.04585418245219941	0	-0.023063068122999297	-0.025181206219299312	0	0.010720884679999543	0.04522072562089896	0	-0.01243836173149937	-0.0011146936040002942	0	6.562208869986819e-5	-0.029280298795500315	0	0.10369321377739915	-0.001847685952700573	0	0.009141237791400414	-0.029088342072700613	0	0.008279742942500334	0.007345857417599078	0	0.0576646911948	-0.07646483865669929	0	0.05076852778849883	0.04223524546920032	0	0.2902339861214003	0.11808569083560094	0	0.2193288437880998	0.10093286888909958	26	184	30
O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3	0	-0.07072508940549938	-0.006837437353700793	0	0.007310465395001131	0.05516576223410041	0	-0.04555797975070064	0.020874498263498964	0	-0.08720192199429988	-0.019291376579499087	0	-0.03919596506010059	-0.04704270606539929	0	-0.0966747307339002	-0.0022646795148002496	0	-0.10159614083960022	-0.06480752387600042	0	-0.008783800562300215	-0.04328717249079972	0	-0.019101365318300978	-0.030683725506600368	0	-0.03557615588229979	-0.005226335819699557	0	0.009530221617998436	-0.011332212415801735	0	-0.03320946235870004	-0.06979986766599922	0	-0.058941005947399816	-0.04030280140609932	0	0.01612450493500006	0.005451743593900105	0	0.07121816607140019	-0.10524402830069945	0	-0.024489777933299095	0.006487588753200768	0	0.3865454973261997	0.1558149122094008	0	0.2023481775042999	0.05472451136490086	21	162	28
O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens GN=PSMD9 PE=1 SV=3	0	0.011328887508259555	-0.02407991979701052	0	0.01503757949678075	0.04589340280694998	0	0.07141781313726092	0.012223010059900119	0	-0.0038865159995715715	0.03395820099895985	0	0.10553941964782076	0.011898453968580469	0	0.1616520273571087	0.13377123065973962	0	0.0077598108200600535	0.055272003890760146	0	0.07211218622697935	0.004359221360779486	0	0.16458282368019006	0.11228252114698911	0	0.11082859146180013	-0.008823959524100644	0	0.06772635762099988	-0.03922665788449997	0	0.15602407632490056	-0.044332016045100175	0	0.1444401271290996	0.03888963610279994	0	0.10328617949740071	0.03707761852390057	0	0.2534037281943	0.07676026932220026	0	0.0070301014638012305	-0.09948385499219903	0	0.02856470171750125	-0.006808586784899262	0	0.11796525618049891	-0.01935141525409989	10	52	12
O00244	Copper transport protein ATOX1 OS=Homo sapiens GN=ATOX1 PE=1 SV=1	0	-0.07791692351564983	0.05111111455819106	0	0.00137863950313033	0.058455163979131086	0	-0.022558302807199837	0.015884051462709436	0	-0.06423961834292058	0.03432064268010038	0	-0.09926653428511045	0.08412420602495985	0	-0.04166190938890857	0.024529178497731507	0	-0.12615827247559963	-0.032264021622600225	0	-0.0899562985985991	-0.010484544113600336	0	0.018830534630900786	0.003418137411999922	0	-0.1862110853476011	-0.03372164633890051	0	-0.08777244313959898	-0.08207700145029939	0	0.044244206456500734	0.07956298045610133	0	-0.06485219521620067	-0.10041014107200041	0	0.11019681599020004	-0.02037799712920041	0	-0.047534068843400945	-0.14076696436250025	0	-0.22316298715710126	-0.10577893182609976	0	-0.07569464506249979	-0.1286635971418999	0	-0.005083873683998874	-0.09882601318009954	4	32	5
O00273	DNA fragmentation factor subunit alpha OS=Homo sapiens GN=DFFA PE=1 SV=1	0	0.03045658284123931	0.05078288160757971	0	0.041900564602260104	0.00996215797099076	0	0.03872354192182037	-0.026358839899359054	0	-0.09999812988779944	-0.020432260451100248	0	-0.01591148522899921	0.0976209647839994	0	-0.010907236150700328	0.061028014743000014	0	-0.04937893738600074	-4.8106849230045157e-4	0	0.06270815064270074	0.0775140247317001	0	-0.014308180335198983	0.00841503843940039	0	-0.022409279885200917	0.015936170949998996	0	0.004982401397999325	0.005912274450199817	0	0.017117398392301197	-0.03187792974519965	0	-0.023583831985499515	0.04757539504019981	0	-0.005277950315701219	-0.06751936299220063	0	0.033515600491501374	-0.101285449583699	0	0.01573343574360031	0.009346034047899465	0	0.02171697368689962	-0.02749354755970046	0	0.052141412858700775	-0.06689481255039986	12	64	11
O00399	Dynactin subunit 6 OS=Homo sapiens GN=DCTN6 PE=1 SV=1	0	0.11828701894079074	0.10920585678803008	0	-0.041090207266970324	0.05135818914713042	0	0.029896725682128533	0.047236200020829955	0	-0.06836838884017027	0.05852724626186934	0	0.1577833977256411	0.013644542495910628	0	0.1705941219293905	0.06395139575895925	0	0.26228336697806043	0.21723989241458064	0	0.19099560279511962	0.06148811630822948	0	0.5006630922381792	0.49664228804639876	0	0.10420649130569082	0.06730470643841002	0	0.025166250014891034	-0.1368451940879396	0	0.4265627255117206	0.18847371633933996	0	0.13964968687148982	0.0828271803565297	0	0.13085995599789868	-0.03705115293737116	0	0.2177445640116087	0.07730504314329956	0	0.19077624679519012	0.2061475279400593	0	-0.0019548324431699626	0.3255567072205494	0	-0.13470170743138077	-0.30723670551418003	7	21	7
